titulo,valor,link
"Cabo Reforçado USB-C Lightning 2M Compatível com iPhone, iPad iPod 2 Metros Carregamento Super Turbo 30W 3A Reforçado Linha Super Premium",0,https://www.amazon.com.br/Refor%C3%A7ado-Lightning-Compat%C3%ADvel-Carregamento-Premium/dp/B0F319RR1C/ref=sr_1_82?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-82
Capa Capinha Case Anti Schok Slim Para iPhone (iPhone 15),"R$24,99",https://www.amazon.com.br/Capa-Capinha-Case-Schok-iPhone/dp/B0CLFGY81L/ref=sr_1_83?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-83
"Capinha PRETA Compatível Com IPhone De TODAS AS LINHAS Escolha Seu modelo, Flexivel, Tecnologia anti impacto, Encaixe Preciso, Lavável, Aveludada com design PREMIUM (X-XS)","Oferta,R$34",https://www.amazon.com.br/Compat%C3%ADvel-Flexivel-Tecnologia-Aveludada-X-XS/dp/B0CZVD8HYZ/ref=sr_1_84?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-84
"FIT IT Capa Premium para iPhone 16e Anti Impactos, Proteção Câmera + Película de Privacidade 5D 9D, Antispy, Proteção Tela Completa","R$29,40",https://www.amazon.com.br/FIT-Impactos-Prote%C3%A7%C3%A3o-Pel%C3%ADcula-Privacidade/dp/B0F18Q7KQ2/ref=sr_1_85?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-85
"Kit Carregador Super Turbo 25W Porta Dupla (USB-A + USB-C) + Cabo Tipo-C, Compatível com Todos Dispositivos, Iphone 15/16 IOS Android Galaxy, Tablets, Notebooks, Linha Premium","R$23,49",https://www.amazon.com.br/Carregador-Compat%C3%ADvel-Dispositivos-Android-Notebooks/dp/B0F1XJL2WC/ref=sr_1_86?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-86
"[Capa Mag-safe para iPhone 16] Capinha Slim Case Magnetica com [Proteção de Câmera] Compatível com Mag-Safe Transparente Clear Anti-Amarelamento, Resistente a Riscos e Anti Impacto","R$49,90",https://www.amazon.com.br/Magnetica-Compat%C3%ADvel-Transparente-Anti-Amarelamento-Resistente/dp/B0DNCJMTC3/ref=sr_1_87?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-87&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"Cabo Carplay para carro para iPhone 16/15, iPhone 16/15 Plus, iPhone 16/15Pro, iPhone 16/15Pro Max, USB A para USB C Carplay, cabo USB C para iPad 10, cabo carregador de carro iPad Air 3FT de","R$14,90",https://www.amazon.com.br/Carplay-carro-iPhone-15Pro-carregador/dp/B0D72WK9H7/ref=sr_1_88?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-88
"Hprime Película NanoShield Apple iPhone 14 Pro - 6.1"", Cor: Transparente","R$22,63",https://www.amazon.com.br/Hprime-NanoShield-iPhone-14-Pro/dp/B0B72915R3/ref=sr_1_89?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-89
"Carregador sem fio compatível com iPhone 16 15 14 13 12 11 Pro Max/Mini/Plus/XR/X/8, 15W Max Fast Wireless Pad Mat para Samsung Galaxy S23/S22/S21/S20/S10, Galaxy Buds","R$29,99",https://www.amazon.com.br/Eisreho-Carregador-compat%C3%ADvel-carregamento-Samsung/dp/B0C7QSHVFT/ref=sr_1_90?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-90
"Película HPrime Nanoshield Apple iPhone 13/13 Pro / 14-6,06'''","R$34,50",https://www.amazon.com.br/Pel%C3%ADcula-HPrime-Nanoshield-Apple-iPhone/dp/B09F15Z55Z/ref=sr_1_91?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-91
"Cabo Carplay para iPhone 13, iPhone 14, cabo USB A para Lightning para iPhone 14, 14 Pro Max, 14 Plus, SE 2nd/13/12/11/Xs/XR, iPad 4/5/6/7/8, Mini 2/3/4/5, cabo carregador Air 2/3 (Preto)","R$17,00",https://www.amazon.com.br/Carplay-iPhone-Lightning-carregador-Preto/dp/B0DRJ51F93/ref=sr_1_92?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-92
"USTIYA Capa para iPhone 14 6,1 polegadas TPU transparente quatro cantos capa protetora transparente macia","R$26,00",https://www.amazon.com.br/USTIYA-iPhone-polegadas-transparente-protetora/dp/B0B88R6QK5/ref=sr_1_93?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-93
Película De Vidro 3D Tela Toda Para iPhone (iPhone 16/16 Pro),"R$24,99",https://www.amazon.com.br/Pel%C3%ADcula-Vidro-Tela-Toda-iPhone/dp/B0DK7WDXBX/ref=sr_1_94?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-94
"Cabo USB-C para Lightning, 2 Metros, 60W, Carregamento Rápido, Trançado em Nylon, Cinza, iphone ios 11/12/13/14","R$18,20",https://www.amazon.com.br/Lightning-Metros-Carregamento-R%C3%A1pido-Tran%C3%A7ado/dp/B0F487JXS7/ref=sr_1_95?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-95
Cabo USB-C 2 metros Tipo C Turbo 66W Ultra Rapido Nylon Trançado e Reforçado Android e Iphone Notebook Tablet Qualidade Premium Carregamento Transferência de Dados,"R$19,99",https://www.amazon.com.br/Tran%C3%A7ado-Refor%C3%A7ado-Qualidade-Carregamento-Transfer%C3%AAncia/dp/B0F256JJCZ/ref=sr_1_96?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-96
Capa Anti Impactos Compatível com iPhone 15 com Proteção da Câmera,"R$19,90",https://www.amazon.com.br/Impactos-Compat%C3%ADvel-iPhone-Prote%C3%A7%C3%A3o-C%C3%A2mera/dp/B0CH8RPKWK/ref=sr_1_97?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-97
Cabo USB-C para Lightning rápido iphone 11/12/13/14 (1M),"R$22,50",https://www.amazon.com.br/Cabo-USB-C-Lightning-r%C3%A1pido-iphone/dp/B0BYP88QFJ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-98
"Gshield Película de Vidro Temperado Ionizado Anti-Reflexo Anti Impacto 100% de sensibilidade Tela Toda, Ultra Glass para (iPhone 16E)","R$109,97",https://www.amazon.com.br/Gshield-Pel%C3%ADcula-Temperado-Anti-Reflexo-sensibilidade/dp/B0F3P62XL1/ref=sr_1_99?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-99&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
Cabo USB Carregamento Rápido Cabo de Dados Reforçado Compatível Para Iphone PREMIUM 1 metro,"R$25,51",https://www.amazon.com.br/Carregamento-R%C3%A1pido-Refor%C3%A7ado-Compat%C3%ADvel-PREMIUM/dp/B0DQBH295N/ref=sr_1_100?dib=eyJ2IjoiMSJ9.6-XhoRNyen94VCTXjj9Avi6NxP41xX_r8ipUeBMU_p_UWDLlJkekX4ZdbonSZVcMPyRQgnD_EZY2a-FKn2YvBcz3p9vArFzwjD5cGnAiTCldM2M49TOHja9aRHj8YpgiJP88CxKpqbFgjUHY9LmgB_JtZr1PSrX3dgIsJRf45GkHm4CUzzkWlWmV8rWpe2CVuDu1MyOrjnX5kPRx_NA95WIGktU8esvBIOwyodi04ZvaUhdcKr_zz-E1qQEcb2A5122y2F8mVU_Y__HLO7ahoVFw85uLPY4G3eapKHwYelc.0F-ZkfwdnzewZbAyZZ733bF_wqTXW9afL3MJD_uPLSs&dib_tag=se&keywords=iphone&qid=1744679911&sr=8-100
Carregador Turbo 40W Compatível iPhone X Xr 8 11 12 13 14 Plus Pro Max iPad Duas Entradas USB e USB-c Tipo C Com Cabo Tipo C Lightning Carga Rápida Tecnologia POWER DUO,"R$69,50",https://www.amazon.com.br/Carregador-Compat%C3%ADvel-Entradas-Lightning-Tecnologia/dp/B0CZ795D15/ref=sr_1_101?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-101&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"BEMMY Capa Capinha Case Para iPhone, Capa de Telemóvel Com Protetor de Lente Brilhante,Ouro-11","R$35,00",https://www.amazon.com.br/BEMMY-Capinha-Telem%C3%B3vel-Protetor-Brilhante/dp/B0DTP8N2LB/ref=sr_1_102?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-102
"Carregador sem fio compatível com iPhone 16 15 14 13 12 11 Pro Max/Mini/Plus/XR/X/8, 15W Max Fast Wireless Pad Mat para Samsung Galaxy S23/S22/S21/S20/S10, Galaxy Buds","R$29,99",https://www.amazon.com.br/Eisreho-Carregador-compat%C3%ADvel-carregamento-Samsung/dp/B0C7QSHVFT/ref=sr_1_103?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-103
"Fonte Carregador Turbo 20W USB-C, Compatível com iPhone e Android, Adaptador de Energia Rápido","R$27,00",https://www.amazon.com.br/Carregador-Compat%C3%ADvel-Android-Adaptador-Energia/dp/B0DWXZKSJM/ref=sr_1_104?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-104
"Cabo Carplay para carro para iPhone 16/15, iPhone 16/15 Plus, iPhone 16/15Pro, iPhone 16/15Pro Max, USB A para USB C Carplay, cabo USB C para iPad 10, cabo carregador de carro iPad Air 3FT de","R$14,90",https://www.amazon.com.br/Carplay-carro-iPhone-15Pro-carregador/dp/B0D72WK9H7/ref=sr_1_105?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-105
"Cabo de Celular Compativel com iPhone/Lightning + USB-C de 1m, Turbo 30W Ultrarrápido, Silicone Reforçado (Compatível)","R$28,90",https://www.amazon.com.br/Compativel-Lightning-Ultrarr%C3%A1pido-Refor%C3%A7ado-Compat%C3%ADvel/dp/B0DXNHGCG4/ref=sr_1_106?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-106
"Kit com 2 cabos lightning Baseus, 1.5 metros compatível com iPhone, branco","R$54,90",https://www.amazon.com.br/lightning-Baseus-1-5metros-compat%C3%ADvel-branco%EF%BC%8Ccarregando/dp/B01M05HVFH/ref=sr_1_107?dib=eyJ2IjoiMSJ9.nirgm2_YPW5UCNc35fc0eXJmXzXWW4s1CLYyE8OTm8qRnGlHfjcUnTzfP63-dIJGYwi-uVaJSIW_uzcPAoUzTs4HlpwJctYpg0bE3TNqqL4XLPTkLZviBFd1oBn3TPKdf8PiVelV1wfsSZl7Dfm5CJyLGJn2v96QnS-FRCxYrfw-IGSbsvCU00ilgBcNegHnIphMOALXDYVcy-5V_nWSjM-AwtVGzCixaSi_5l3M7y4rdQblWEs5pC6kVN5g4hRwyFTP3MtoOYSCmTY9B5CRExHoF7HIUde_PaG9vmDNu7A.XM3QKjn0lrJtaQruUjk_5-u8JLBGCnP_2J1lLGlWlJU&dib_tag=se&keywords=iphone&qid=1744679922&sr=8-107&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
